"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","DE"
"Pla2g4e",180.719796470494,0.831886604878816,0.395369216210764,2.10407530675163,0.0353718784721461,0.999962154763613,"Pla2g4e","up"
"Kcnip3",214.272449363582,0.86818651592541,0.397650529006168,2.18329023249443,0.0290144433988416,0.999962154763613,"Kcnip3","up"
"E2f1",16.7640121904957,2.1080804877841,1.04232009632869,2.02248857640689,0.0431259025757005,NA,"E2f1","up"
"Myl9",26.2854306330477,-2.80313705793574,1.06018913483007,-2.64399715658757,0.0081933344435473,NA,"Myl9","down"
"Bmp6",358.871979453602,1.05155722541078,0.423106149813189,2.48532720660067,0.0129432405719169,0.999962154763613,"Bmp6","up"
"Celf2",13988.8839386144,0.707423842513487,0.320112857406812,2.2099201145628,0.0271107069816274,0.999962154763613,"Celf2","up"
"Ca7",38.535339089563,1.66210454259493,0.82896068682029,2.00504628147132,0.0449580994915685,0.999962154763613,"Ca7","up"
"Nkd1",57.3065155855029,1.44704485368816,0.718368759406239,2.01434825045037,0.0439729834649131,0.999962154763613,"Nkd1","up"
"Znf423",976.293489413983,0.552654755280813,0.279526314076071,1.9771117331387,0.0480290018106784,0.999962154763613,"Znf423","up"
"Lhfpl6",581.405341148522,1.11071901013485,0.356333199960278,3.11707977325343,0.00182652140141379,0.522263352710918,"Lhfpl6","up"
"Shox2",54.7658623132708,3.50327233756203,0.835094401832029,4.19506145637734,2.72797612286905e-05,0.0292507239774634,"Shox2","up"
"Golim4",132.946065996986,0.882508866492077,0.433291736026334,2.03675443844247,0.0416746561665893,0.999962154763613,"Golim4","up"
"Fhip1a",45.2161409821443,1.56696972461941,0.784465662617175,1.99749944362332,0.0457709548395851,0.999962154763613,"Fhip1a","up"
"Sh3d19",793.143263417071,1.24266007241195,0.371191923857648,3.34775622135711,0.000814686400555603,0.291182497665249,"Sh3d19","up"
"Prss48",120.802561823743,1.97621788663392,0.990245219895652,1.99568535846319,0.0459681817754639,0.999962154763613,"Prss48","up"
"Casq2",29.7501211426427,1.72690820988683,0.806855174065227,2.14029514266612,0.0323309222892208,NA,"Casq2","up"
"Vangl1",257.253316100939,1.55472362123862,0.449783882008137,3.45660145556416,0.000547033241288873,0.234622557188797,"Vangl1","up"
"Vav3",1451.79664583343,1.36256541339632,0.349396446008134,3.89976895576263,9.62845258081958e-05,0.0697585941041701,"Vav3","up"
"Synpo2",484.28710649278,2.42208241561913,0.438820292936664,5.51953146790483,3.39904723685593e-08,7.70606847740473e-05,"Synpo2","up"
"Lef1",530.421484919275,2.84565677620539,0.516476446830775,5.5097513036016,3.59341034152704e-08,7.70606847740473e-05,"Lef1","up"
"Col24a1",124.802093197251,1.15568071730122,0.502311874497413,2.30072346678552,0.021407266787067,0.999962154763613,"Col24a1","up"
"Nexn",156.955347919658,2.00591603197501,0.596522526527909,3.36268278693606,0.000771890054009183,0.283768837855319,"Nexn","up"
